N=194124, N_branch=500, dt_b=-0.0001, dt_f=0.0001, rtol=1e-9
T_min=0, T_max_b=-6.283185307179586, T_max_f=12.566370614359172, ZOOM=False
Features: normalized position and unit tangent blocks.
Perigee: first noninitial geocentric minimum outside lunar SOI within each interval, before any detected surface entry.
Frame: geocentric inertial axes coincident with synodic axes at t=0.
STD: ddof=0; w statistics use offsets from the cluster circular mean (angle_origin_deg).
angle_resultant: 1=concentrated directions; 0=no defined mean direction. Broad angular clouds require caution with linearized moments.
NaN: missing event, undefined parameter/statistic, or missing representative parameter.

K=10, STD=0.01603226725
n = trajectories per cluster; conditions overlap.
n = 1: clusters=0/10 (0.00%); trajectories=0/194124 (0.00%)
n < 10: clusters=0/10 (0.00%); trajectories=0/194124 (0.00%)
n < 100: clusters=0/10 (0.00%); trajectories=0/194124 (0.00%)

K=10, phase=backward, parameter=a [km]
cluster representative_source n_cluster n_valid n_missing median std p05 p95 width90 minimum maximum range skewness error95 error_max angle_origin_deg angle_resultant
70 165903 8688 8688 0 199495.6646 109415.6294 188937.2509 285151.5117 96214.26073 188411.4524 7576457.632 7388046.18 57.64242398 87129.72542 7378435.846 nan nan
71 27803 337 335 2 200684.2378 695411.6355 188513.9672 929736.4473 741222.4801 188375.8048 9733554.719 9545178.914 10.67506406 738045.1808 9541863.453 nan nan
72 133750 808 808 0 196673.0096 426183.1472 188742.4104 204285.4951 15543.08464 188344.0034 4238454.197 4050110.194 8.003460096 8512.058673 4042680.761 nan nan

K=73, phase=forward, parameter=e [-]
cluster representative_source n_cluster n_valid n_missing median std p05 p95 width90 minimum maximum range skewness error95 error_max angle_origin_deg angle_resultant
0 151769 15807 15806 1 0.9295318723 0.2134936098 0.3100580542 0.9993130875 0.6892550333 5.248673245e-05 0.9999999985 0.9999475117 -2.204863662 0.6816527173 0.9916582848 nan nan
1 23310 3589 3589 0 0.4740668763 0.04650873075 0.3822898705 0.5269698443 0.1446799738 0.3690762257 0.5316089596 0.1625327339 -0.413818354 0.08145323751 0.09466688224 nan nan
2 23125 685 2 683 0.6745352879 0.3023433954 0.4024262321 0.9466443438 0.5442181117 0.3721918925 0.9768786834 0.6046867908 nan nan nan nan nan
3 174958 1272 1272 0 0.625150894 0.2157336282 0.1265581793 0.7327563834 0.6061982041 0.09023827666 0.973592302 0.8833540253 -0.6287820114 0.5411665264 0.5774864291 nan nan
4 46306 534 534 0 0.7003788104 0.0825806626 0.6809107388 0.7191826887 0.03827194989 0.09444405182 0.7287803729 0.6343363211 -6.909060227 0.02214054993 0.6040246399 nan nan
5 82529 850 850 0 0.6954938671 0.07872391339 0.5850423679 0.8353591859 0.250316818 0.5506363408 0.8803213135 0.3296849727 0.1907595045 0.1621192016 0.1965252287 nan nan
6 32340 46 46 0 0.673650462 0.1641590482 0.2497362118 0.7002778088 0.450541597 0.1010133401 0.7357603568 0.6347470167 -1.875705974 0.4248143683 0.57353724 nan nan
7 27925 872 872 0 0.3948205012 0.06888821293 0.2676633805 0.4999865053 0.2323231248 0.1744547096 0.6611475814 0.4866928718 -0.3916001768 0.1325825356 0.2618778711 nan nan
8 41926 252 252 0 0.7022493048 0.2178794491 0.0994581649 0.7328103616 0.6333521967 0.09347374337 0.9660980328 0.8726242895 -1.924618776 0.6065514981 0.6125359196 nan nan
9 72665 17262 17262 0 0.9213351662 0.2293016949 0.2393000304 0.9990416047 0.7597415743 3.774545329e-05 1 0.9999622545 -2.045256053 0.7304680223 0.9697303073 nan nan
10 10200 4755 4755 0 0.4418494554 0.03581951787 0.3821264084 0.4931483113 0.1110219029 0.3699286215 0.5011730349 0.1312444134 -0.1265936318 0.0614767628 0.06943722183 nan nan
11 221066 1576 1576 0 0.6609687234 0.2618819612 0.1337215502 0.956958952 0.8232374018 0.006136354059 0.9999927694 0.9938564154 -0.5965486467 0.6367201463 0.7643053424 nan nan
12 21398 373 373 0 0.06905100673 0.3273095536 0.007563669551 0.9278941643 0.9203304948 0.0006053674971 0.9951765647 0.9945711972 1.262141221 0.9204908745 0.9877732749 nan nan
13 152421 1767 1767 0 0.9038724252 0.171031948 0.4682069427 0.9985976006 0.5303906579 0.001314468504 0.9999999847 0.9986855162 -2.803475986 0.4926279854 0.9595204596 nan nan
14 173287 1246 1246 0 0.1818389677 0.04588711233 0.1732971204 0.2565101079 0.08321298749 0.09370133159 0.7262763664 0.6325750348 3.875607858 0.08197817978 0.5504888407 nan nan
15 52788 2606 2606 0 0.447600919 0.03360156192 0.3884019237 0.49422314 0.1058212163 0.3717870138 0.5093229818 0.137535968 -0.2212443709 0.05777383952 0.07005742621 nan nan
16 84771 761 761 0 0.8364697398 0.2549194954 0.1199964835 0.9972011616 0.8772046781 0.007668268694 0.9999999988 0.9923317301 -1.292344287 0.8315088593 0.9438370741 nan nan
17 66531 158 158 0 0.6401128998 0.218203892 0.09897548705 0.6959416519 0.5969661649 0.09462640143 0.7006735322 0.6060471308 -0.9241981318 0.542882516 0.5472316017 nan nan
18 120454 12412 12412 0 0.7922319314 0.06244317818 0.7243627142 0.9199230254 0.1955603112 0.3969617276 0.9585913554 0.5616296278 0.3094717565 0.120656482 0.4029972684 nan nan
19 32794 250 250 0 0.4780348947 0.064002239 0.3992417121 0.5133871217 0.1141454095 0.2269812052 0.8862600973 0.659278892 2.685143111 0.07681374106 0.4233545772 nan nan
20 110195 959 959 0 0.3738649052 0.04631752883 0.2941798302 0.4329531431 0.1387733129 0.1753152589 0.4770060289 0.30169077 -0.5034149102 0.08520621607 0.1962011157 nan nan
21 23602 348 348 0 0.8269707839 0.3733555065 0.0447310026 0.9647582165 0.9200272139 0.03880000471 0.993017748 0.9542177432 -0.6010789057 0.7965011213 0.8024321192 nan nan
22 60 433 74 359 0.1204686896 0.1136891539 0.1078715461 0.427666656 0.3197951099 0.1062184987 0.6415238894 0.5353053906 2.351667728 nan nan nan nan
23 151422 3209 3209 0 0.884153194 0.2024457099 0.3051561856 0.9981182299 0.6929620443 0.004732944403 0.9999999967 0.9952670523 -2.372837953 0.6454343197 0.9458575609 nan nan
24 69514 1584 1584 0 0.8013141496 0.09612045011 0.7296304751 0.912944895 0.1833144198 0.09393560652 0.9416817914 0.8477461849 -4.341446965 0.1072806029 0.7231533589 nan nan
25 159163 370 370 0 0.8901601648 0.1587527553 0.4795434582 0.9990358197 0.5194923616 0.104013138 0.999999701 0.895986563 -2.180318615 0.5018056711 0.8773359914 nan nan
26 148599 641 641 0 0.8678428465 0.1876947075 0.3758136413 0.9979822472 0.6221686059 0.004740485177 0.9999994959 0.9952590107 -2.352751751 0.5678255875 0.9388987437 nan nan
27 167957 1 1 0 0.723570015 0 0.723570015 0.723570015 0 0.723570015 0.723570015 0 nan 0 0 nan nan
28 10887 501 501 0 0.6219875542 0.2104205176 0.228425151 0.9001676964 0.6717425454 0.07425558741 0.9996046857 0.9253490983 -0.2648834537 0.3863781114 0.4839417348 nan nan
29 36859 155 155 0 0.6424252627 0.1895406075 0.126498296 0.6970523036 0.5705540075 0.09456188752 0.7312966128 0.6367347252 -1.570333821 0.5120410576 0.5439774661 nan nan
30 49395 7398 7398 0 0.8652585983 0.1452740076 0.6259455136 0.9981267682 0.3721812547 0.09315892252 0.9999999998 0.9068410773 -1.615870648 0.2228513609 0.755637952 nan nan
31 90992 2366 2363 3 0.3236901487 0.044059536 0.2809191951 0.4141502882 0.1332310931 0.1851740756 0.4685552349 0.2833811593 0.5564759744 0.09212098541 0.1444335156 nan nan
32 176015 15423 15423 0 0.8326440776 0.1692182852 0.5606907105 0.9976585961 0.4369678856 0.002972835345 0.9999999976 0.9970271622 -1.500871742 0.2398951565 0.7976130316 nan nan
33 116002 10722 10721 1 0.6867773062 0.1163032629 0.5977387613 0.9244715911 0.3267328298 0.0007192626071 0.9999999262 0.9992806636 -1.258565947 0.2898316524 0.6846320462 nan nan
34 29841 93 93 0 0.7183973655 0.102635543 0.6128015785 0.8726894307 0.2598878522 0.1346673226 0.9650144562 0.8303471336 -1.671645393 0.2805823 0.479269044 nan nan
35 69158 1454 1454 0 0.5146368583 0.007740237251 0.4992881344 0.5238078464 0.02451971205 0.4914589583 0.5264737966 0.03501483835 -0.5130447552 0.01467709945 0.02250627558 nan nan
36 31348 169 169 0 0.2135847873 0.06327559381 0.1832087516 0.244399544 0.06119079245 0.1768769103 0.6907080506 0.5138311404 6.405900953 0.0512691568 0.4975776634 nan nan
37 181346 813 813 0 0.9250354377 0.273369776 0.1349812608 0.999364465 0.8643832042 0.0001671890931 0.9999999262 0.9998327371 -1.425260954 0.8559460005 0.9907600722 nan nan
38 31678 340 340 0 0.6356285633 0.2035717361 0.09602730399 0.8598011082 0.7637738042 0.0714927134 0.9974755556 0.9259828422 -0.7743040003 0.719435741 0.7439703316 nan nan
39 58460 11875 11875 0 0.8795774126 0.1749984242 0.4767788669 0.9984233353 0.5216444684 1.887149263e-05 0.9999999977 0.9999811262 -2.334910153 0.4317596165 0.9085196119 nan nan
40 37086 551 551 0 0.6595880496 0.1272715302 0.1734929729 0.6916142655 0.5181212926 0.1015208455 0.7167874603 0.6152666149 -3.315490741 0.4852630238 0.5572351513 nan nan
41 98857 124 124 0 0.6569289087 0.1632693524 0.178547559 0.6981404339 0.5195928749 0.09457712793 0.7007308153 0.6061536874 -2.096304696 0.4749578385 0.5589282697 nan nan
42 29606 244 244 0 0.3477569503 0.05483603788 0.2769131249 0.451735579 0.174822454 0.206857312 0.4829304419 0.2760731299 0.2657990812 0.1171955461 0.1402239483 nan nan
43 28594 193 193 0 0.2928883876 0.2229980744 0.1701082181 0.6622870205 0.4921788023 0.09428293306 0.6977560299 0.6034730969 0.06737082986 0.4109071519 0.4463761613 nan nan
44 47728 464 0 464 nan nan nan nan nan nan nan nan nan nan nan nan nan
45 23915 4569 4568 1 0.5308396528 0.01420000569 0.502741477 0.5490139588 0.04627248186 0.4935720996 0.5535822468 0.06001014718 -0.3697351972 0.03971880784 0.0488881852 nan nan
46 33367 591 591 0 0.6589454279 0.1120222072 0.6281326543 0.7178489394 0.08971628504 0.06891838147 0.9999707994 0.9310524179 -4.076002135 0.1409520225 0.5931244504 nan nan
47 175331 13260 13259 1 0.9417548783 0.2586663338 0.1893567581 0.999470701 0.810113943 0.0002919113415 0.9999999998 0.9997080885 -1.575245739 0.8050305578 0.9940954045 nan nan
48 152164 538 538 0 0.8858486833 0.2213594193 0.3120763379 0.9987016761 0.6866253381 0.03330617661 0.9999999862 0.9666938096 -1.337763605 0.6420873231 0.9208574844 nan nan
49 218982 870 870 0 0.2794099735 0.1473131694 0.2518862556 0.7436776312 0.4917913756 0.09280181753 0.9880261434 0.8952243259 3.515834826 0.4601669402 0.7045154523 nan nan
50 99635 427 426 1 0.3023530052 0.05373603965 0.2743285428 0.3900664123 0.1157378695 0.1041491098 0.6794054804 0.5752563706 0.7864551626 0.1133872045 0.3773004673 nan nan
51 75967 243 243 0 0.8074790773 0.2247416939 0.2790164162 0.9976401462 0.71862373 0.06443574578 0.9999965192 0.9355607734 -1.175165025 0.7148977694 0.9294784398 nan nan
52 204256 1635 1635 0 0.513078659 0.1876533616 0.390682567 0.9814307629 0.5907481959 0.1157471996 0.9999997508 0.8842525512 0.9623857538 0.5354716101 0.554040598 nan nan
53 47027 2323 2323 0 0.3585066478 0.0429348224 0.3011694434 0.4408078581 0.1396384148 0.1995139564 0.4992398818 0.2997259255 0.4706275995 0.08008055259 0.1629621957 nan nan
54 153332 545 545 0 0.9041207504 0.1766689211 0.4364282673 0.998959779 0.5625315116 0.01157572631 0.9999998271 0.9884241008 -2.335426528 0.523813531 0.9486660721 nan nan
55 165874 9617 9617 0 0.9592728561 0.0910356046 0.8105134014 0.9995402714 0.18902687 0.09339997098 0.9999999981 0.9066000272 -5.117891562 0.1534375826 0.870551013 nan nan
56 105817 678 678 0 0.4758471654 0.02916847538 0.4294245003 0.5140760775 0.08465157726 0.245930446 0.5154599078 0.2695294618 -0.7490208048 0.05323911598 0.2367331702 nan nan
57 33842 433 433 0 0.6590419526 0.1024791129 0.6370877291 0.6776260828 0.04053835369 0.09500276807 0.6835705305 0.5885677625 -4.794063175 0.02278909122 0.5646150921 nan nan
58 6146 1530 1530 0 0.35706067 0.02373755447 0.3305502081 0.3873876839 0.05683747584 0.3226208996 0.4937593772 0.1711384776 2.163144461 0.03398567974 0.140357373 nan nan
59 11641 1358 1358 0 0.3313581782 0.02492150724 0.3038711019 0.3692067153 0.06533561334 0.2582004602 0.5095486968 0.2513482366 1.538224271 0.03833453987 0.1774540076 nan nan
60 100641 480 480 0 0.8067515477 0.06836341263 0.7474237126 0.9163079655 0.1688842528 0.4905198839 0.9670560953 0.4765362114 -0.8214121089 0.1457246856 0.3071979941 nan nan
61 36030 792 792 0 0.8098922424 0.2212980575 0.323315468 0.9986008055 0.6752853375 0.08097545257 0.999999759 0.9190243064 -0.7956077264 0.676681204 0.9190212194 nan nan
62 46308 75 75 0 0.6854597438 0.08295517236 0.6663486021 0.7020060668 0.03565746474 0.1749300872 0.7038176037 0.5288875165 -5.832989005 0.02108487576 0.5125033907 nan nan
63 148588 6839 6838 1 0.8731561026 0.1699284829 0.4599500618 0.9979610598 0.538010998 0.0005999373988 0.9999999761 0.9994000387 -2.54986982 0.485299876 0.9446500005 nan nan
64 30178 606 606 0 0.6436936344 0.09764030712 0.6349025002 0.6585064549 0.02360395466 0.09743429225 0.6950946243 0.597660332 -4.536486045 0.0467542909 0.5496428176 nan nan
65 42086 7498 7497 1 0.7006283506 0.1397827488 0.4879238227 0.9740264183 0.4861025956 0.06411024398 0.9999999416 0.9358896977 -1.018314212 0.275788998 0.6595282193 nan nan
66 19851 368 368 0 0.4630629758 0.2257173645 0.1887377087 0.924945031 0.7362073223 0.08136984877 0.9998594752 0.9184896264 0.4515965612 0.5426216046 0.6175360488 nan nan
67 184619 884 884 0 0.2099129197 0.03447368133 0.1898132301 0.2311618499 0.04134861983 0.09314805211 0.7552606392 0.6621125871 12.71123232 0.03744777081 0.5613076064 nan nan
68 52112 184 170 14 0.8275526767 0.1955430224 0.4037449759 0.9959686725 0.5922236967 0.09343203222 0.999983192 0.9065511598 -0.7097238018 0.4770252661 0.7873382097 nan nan
69 62912 445 445 0 0.670309005 0.1550170371 0.1732969055 0.690299814 0.5170029085 0.0948389445 0.7285025794 0.6336636349 -2.504811423 0.4988888539 0.5773468149 nan nan
70 165903 8688 8688 0 0.8665444289 0.2081958823 0.3110355906 0.9983099158 0.6872743252 0.002475218115 0.9999998997 0.9975246816 -1.930168495 0.5633720512 0.8719324238 nan nan
71 27803 337 335 2 0.8297107445 0.236912988 0.3066156312 0.9971421047 0.6905264735 0.0358819124 0.9999986823 0.9641167699 -1.020004764 0.6358253897 0.9065591085 nan nan
72 133750 808 808 0 0.8730312133 0.1045833292 0.7629414757 0.9917196005 0.2287781248 0.09812837322 0.9999980997 0.9018697265 -2.630541981 0.1202207389 0.7850338414 nan nan

K=73, phase=forward, parameter=w [deg]
cluster representative_source n_cluster n_valid n_missing median std p05 p95 width90 minimum maximum range skewness error95 error_max angle_origin_deg angle_resultant
0 151769 15807 15806 1 21.92234879 88.53582245 -154.8092518 35.04018671 189.8494385 -160.9971618 80.77101961 241.7681814 -0.09219475823 178.9458625 179.9975746 238.176718 0.05414442619
1 23310 3589 3589 0 -3.208088268 11.9578332 -11.25970127 33.18791728 44.44761855 -11.95898339 48.50969877 60.46868215 2.010545285 37.91801147 53.23979296 304.2382755 0.9788064642
2 23125 685 2 683 -1.421085472e-14 24.73852661 -22.26467395 22.26467395 44.5293479 -24.73852661 24.73852661 49.47705322 nan nan nan 246.4283559 0.9082269916
3 174958 1272 1272 0 -7.160252122 54.41917658 -66.09104314 88.52421858 154.6152617 -71.35102962 124.7364832 196.0875129 0.2993979881 114.3651118 150.5773765 11.32545689 0.6062085672
4 46306 534 534 0 -4.506465535 16.01677479 -15.23332216 32.62342199 47.85674415 -67.43542774 43.64653863 111.0819664 0.471099971 40.11439769 60.99962724 308.2563942 0.9620011448
5 82529 850 850 0 -3.299727581 10.28696779 -10.17101933 22.06647397 32.2374933 -12.44398296 36.16775027 48.61173323 1.167580453 18.85104836 32.95232465 52.48059141 0.984039981
6 32340 46 46 0 -7.035625639 35.96260342 -22.73372097 83.07901455 105.8127355 -123.1493875 105.941339 229.0907265 0.513989011 106.3809804 122.1507017 39.06561551 0.8429763064
7 27925 872 872 0 -7.217402268 18.31570378 -17.40915231 36.30255169 53.711704 -42.74570687 97.17479369 139.9205006 1.284443932 51.47292783 112.3451698 334.7953548 0.9508763532
8 41926 252 252 0 0.7233228132 21.73327275 -50.80149429 30.22675159 81.02824588 -58.11930298 54.53885406 112.658157 -0.9497325286 53.07075248 60.38856117 293.4166451 0.9316502273
9 72665 17262 17262 0 -22.42755625 66.85345883 -57.42136706 108.6039107 166.0252777 -143.6532942 116.0628678 259.716162 0.3301617868 145.4279902 152.8869473 329.7145642 0.4348916367
10 10200 4755 4755 0 -1.119602148 5.475327952 -6.136976988 13.27080255 19.40777954 -7.148697042 24.51901214 31.66770919 1.699171053 15.64833075 26.89654034 299.5956441 0.9954565426
11 221066 1576 1576 0 -24.86291197 55.72429856 -37.36530575 102.1705087 139.5358145 -91.54687823 134.58364 226.1305182 0.6521051605 132.6802764 165.0934077 350.5473065 0.5951987962
12 21398 373 373 0 -0.6253536829 86.48339788 -23.39862712 159.1697199 182.568347 -147.7583551 165.952411 313.7107661 0.2980093368 179.4772659 179.9809539 295.5069654 0.1669636954
13 152421 1767 1767 0 -5.039223922 77.64476846 -170.8027295 39.11423771 209.9169672 -177.6268134 113.0067714 290.6335848 -0.9095353175 165.1104165 171.9345004 262.5374827 0.4368837282
14 173287 1246 1246 0 -1.36555436 18.71267496 -29.62337078 32.68689617 62.31026695 -35.88454902 78.09301465 113.9775637 0.3986459435 41.11166823 86.51778671 33.89573822 0.9480063702
15 52788 2606 2606 0 -2.048567421 10.8744943 -14.40414414 20.61100886 35.015153 -16.87568545 35.76848095 52.64416639 0.6239653788 24.11588664 39.27335873 310.6998215 0.9821290162
16 84771 761 761 0 8.114190834 53.09812438 -123.949866 22.0211322 145.9709982 -179.0063408 179.9249791 358.9313198 -1.163318436 138.2447298 179.3595621 345.9910831 0.698810467
17 66531 158 158 0 -12.25593559 53.65433964 -35.12649623 106.1548152 141.2813115 -87.61192648 128.8818901 216.4938165 0.9373048415 125.5292369 148.2563117 338.5264189 0.6446866322
18 120454 12412 12412 0 -3.026256707 11.43322464 -9.747069299 22.447 32.1940693 -10.50552977 134.9299775 145.4355073 3.484910562 27.20714945 139.690127 267.6187187 0.9817955448
19 32794 250 250 0 -1.714139215 18.29110365 -21.2155065 30.10424356 51.31975006 -24.75635027 149.1575067 173.9138569 2.553056544 38.92552788 157.978791 25.92519729 0.9558720926
20 110195 959 959 0 -3.110506815 11.53408666 -11.43117921 24.24554641 35.67672562 -15.3164994 63.81677527 79.13327467 1.871470818 27.24154242 66.81277128 335.9111199 0.9802366668
21 23602 348 348 0 1.431698257 60.1891788 -20.92462303 161.5810586 182.5056816 -126.6432561 162.544916 289.188172 1.767363588 160.6531967 161.6170541 293.1955391 0.6848163208
22 60 433 74 359 -2.276752452 14.0493087 -14.96303735 30.47118156 45.43421891 -15.97791432 71.09415653 87.07207086 2.354620374 nan nan 224.8957206 0.9714958497
23 151422 3209 3209 0 -2.749349026 32.66809488 -26.9614641 46.9922961 73.9537602 -179.8316779 179.9082597 359.7399376 0.7783818963 54.03209662 178.7271397 356.2613707 0.887213669
24 69514 1584 1584 0 -0.2848841438 8.803041755 -9.337561465 11.17050495 20.50806642 -63.57415004 90.6124313 154.1865813 0.4774036672 15.39477982 94.38640542 314.6766259 0.9888295714
25 159163 370 370 0 -4.423783094 85.74790133 -171.4172326 56.80993187 228.2271645 -176.8442643 175.3637259 352.2079902 -0.4331003995 166.4100378 179.4043303 261.8148226 0.3177875933
26 148599 641 641 0 -7.774147141 82.28525138 -174.9242056 51.48310606 226.4073117 -179.9592277 179.9367935 359.8960212 -0.6042511352 167.2547648 172.2333271 265.9054237 0.4329598609
27 167957 1 1 0 0 0 0 0 0 0 0 0 nan 0 0 345.1171943 1
28 10887 501 501 0 4.739499952 40.72204498 -49.48791366 11.61485749 61.10277115 -179.5389216 179.1652063 358.7041279 -1.287475426 138.1436175 179.2026275 90.51274434 0.8491747696
29 36859 155 155 0 -12.38833148 47.44749961 -26.56814259 116.6107441 143.1788867 -82.54882911 127.6580403 210.2068694 1.262194074 132.9188714 143.9661676 319.127438 0.7288996416
30 49395 7398 7398 0 -8.339876208 46.83196886 -11.50708845 123.8852443 135.3923327 -25.88329969 149.2267842 175.1100839 1.959009461 134.2681723 159.6097122 298.0809296 0.7601344401
31 90992 2366 2363 3 -2.620986447 13.44351727 -14.70829039 28.99423026 43.70252065 -16.63073292 68.86780105 85.49853397 1.485927226 34.41706356 74.29063434 317.3177452 0.9731639698
32 176015 15423 15423 0 -13.93885946 64.88051961 -30.84223539 132.8607935 163.7030289 -159.4793455 178.7270393 338.2063848 0.9763975508 160.8141262 179.9914736 306.8854209 0.5235063927
33 116002 10722 10721 1 -4.377905278 34.93366482 -25.55260465 127.1196129 152.6722176 -29.74365721 175.2927826 205.0364398 2.900679329 137.9766507 174.4461283 284.7165337 0.8724631316
34 29841 93 93 0 -14.80146487 75.16200462 -44.05304755 131.3053773 175.3584248 -111.7457157 168.1168134 279.8625291 0.5326646235 168.965111 173.9317914 281.3574087 0.3604448366
